driver_age,gender,annual_mileage,territory,prior_claims_3yrs,current_claim_count,age_group,total_claims_3yrs,mileage_category
36,M,12135,urban,0,0,26-40,0,medium
60,F,19592,suburban,0,0,41-60,0,medium
51,F,17966,suburban,0,0,41-60,0,medium
70,M,23677,suburban,0,0,60+,0,high
55,M,17110,suburban,0,0,41-60,0,medium
59,M,19749,urban,0,0,41-60,0,medium
97,F,22127,urban,0,0,60+,0,high
29,M,17040,rural,1,0,26-40,1,medium
38,F,16980,urban,0,0,26-40,0,medium
55,F,13767,urban,1,0,41-60,1,medium
42,F,27822,suburban,1,0,41-60,1,high
34,F,12706,suburban,0,0,26-40,0,medium
78,F,13895,suburban,1,0,60+,1,medium
19,M,17845,urban,0,0,16-25,0,medium
16,M,14414,suburban,0,0,16-25,0,medium
68,F,24382,urban,1,0,60+,1,high
16,F,7484,urban,1,0,16-25,1,low
39,M,26158,rural,0,0,26-40,0,high
59,M,11257,urban,0,0,41-60,0,medium
53,M,14218,urban,0,0,41-60,0,medium
45,F,16074,suburban,0,0,41-60,0,medium
18,F,5709,suburban,0,0,16-25,0,low
62,F,17523,suburban,0,0,60+,0,medium
100,F,23197,suburban,1,0,60+,1,high
68,F,18391,urban,0,0,60+,0,medium
57,F,12409,suburban,1,0,41-60,1,medium
38,M,22314,rural,0,0,26-40,0,high
45,F,20400,urban,0,0,41-60,0,high
52,M,34230,rural,0,0,41-60,0,very_high
28,M,13357,urban,0,0,26-40,0,medium
52,M,14849,urban,0,0,41-60,0,medium
20,F,22086,rural,0,0,16-25,0,high
60,M,17168,suburban,0,0,41-60,0,medium
21,F,20200,suburban,0,0,16-25,0,high
83,F,8882,suburban,0,0,60+,0,low
21,F,12344,suburban,1,0,16-25,1,medium
61,F,18860,urban,1,0,60+,1,medium
34,F,22385,suburban,0,0,26-40,0,high
92,M,17850,rural,0,0,60+,0,medium
22,M,15492,urban,1,0,16-25,1,medium
55,M,16937,suburban,0,0,41-60,0,medium
23,M,12979,urban,0,0,16-25,0,medium
46,F,15152,urban,0,0,41-60,0,medium
26,F,13211,rural,0,1,26-40,1,medium
63,M,12995,suburban,0,0,60+,0,medium
67,M,11956,suburban,0,0,60+,0,medium
59,F,10186,urban,0,0,41-60,0,medium
77,M,22072,suburban,0,0,60+,0,high
76,M,21056,suburban,0,0,60+,0,high
63,F,16922,urban,0,0,60+,0,medium
64,M,28328,suburban,0,0,60+,0,high
42,F,16807,suburban,0,0,41-60,0,medium
48,M,15135,suburban,0,0,41-60,0,medium
49,M,15419,suburban,1,0,41-60,1,medium
62,M,19741,urban,0,0,60+,0,medium
71,F,13369,suburban,1,0,60+,1,medium
41,M,15172,urban,0,0,41-60,0,medium
56,M,22379,urban,0,0,41-60,0,high
64,M,18758,suburban,0,0,60+,0,medium
23,M,10225,urban,1,0,16-25,1,medium
18,M,20543,urban,0,0,16-25,0,high
28,F,13793,urban,1,0,26-40,1,medium
24,F,18021,rural,1,0,16-25,1,medium
45,F,7284,suburban,0,0,41-60,0,low
69,F,26241,rural,0,0,60+,0,high
36,F,21642,suburban,1,0,26-40,1,high
56,M,23535,rural,1,0,41-60,1,high
17,F,25790,urban,1,0,16-25,1,high
56,F,12973,urban,0,0,41-60,0,medium
70,M,12051,rural,0,0,60+,0,medium
33,F,33696,rural,0,0,26-40,0,very_high
30,M,14384,urban,0,1,26-40,1,medium
18,M,12856,urban,1,0,16-25,1,medium
24,M,10227,urban,1,1,16-25,2,medium
64,M,19373,urban,1,0,60+,1,medium
18,M,11966,urban,0,0,16-25,0,medium
72,M,12875,urban,0,0,60+,0,medium
27,M,5051,urban,0,0,26-40,0,low
32,F,19579,suburban,0,0,26-40,0,medium
20,M,12571,urban,0,0,16-25,0,medium
20,M,12385,urban,1,0,16-25,1,medium
42,M,15581,urban,1,1,41-60,2,medium
71,F,23602,rural,0,0,60+,0,high
32,M,11044,suburban,0,1,26-40,1,medium
30,F,5586,suburban,0,0,26-40,0,low
24,F,2389,urban,0,0,16-25,0,low
26,M,14265,suburban,0,0,26-40,0,medium
45,M,17712,urban,1,0,41-60,1,medium
62,F,15825,urban,0,0,60+,0,medium
86,M,14669,suburban,1,0,60+,1,medium
27,M,12926,rural,0,0,26-40,0,medium
77,F,19848,suburban,0,0,60+,0,medium
70,M,15978,urban,2,0,60+,2,medium
60,M,18112,suburban,0,0,41-60,0,medium
33,F,25659,suburban,1,0,26-40,1,high
42,F,12323,rural,0,0,41-60,0,medium
23,M,16794,suburban,1,0,16-25,1,medium
46,M,16949,suburban,0,0,41-60,0,medium
21,F,16451,urban,1,0,16-25,1,medium
27,M,25503,suburban,0,0,26-40,0,high
70,F,7995,urban,1,0,60+,1,low
47,F,16773,urban,0,0,41-60,0,medium
78,F,13724,urban,1,0,60+,1,medium
40,F,6925,urban,0,0,26-40,0,low
28,F,11196,suburban,0,0,26-40,0,medium
74,M,19961,suburban,1,1,60+,2,medium
43,M,20227,suburban,0,0,41-60,0,high
53,M,9128,suburban,0,0,41-60,0,low
71,F,17558,urban,0,0,60+,0,medium
75,M,17293,suburban,0,0,60+,0,medium
20,F,15030,urban,0,0,16-25,0,medium
22,F,17066,rural,0,0,16-25,0,medium
37,M,13575,suburban,1,0,26-40,1,medium
38,F,16970,urban,1,0,26-40,1,medium
19,M,20606,suburban,2,0,16-25,2,high
38,F,15188,suburban,0,0,26-40,0,medium
58,F,8529,urban,0,0,41-60,0,low
24,F,16466,urban,0,0,16-25,0,medium
75,M,13405,suburban,0,0,60+,0,medium
72,F,12972,urban,0,0,60+,0,medium
42,F,25026,suburban,1,0,41-60,1,high
68,M,15112,urban,0,0,60+,0,medium
29,F,19371,urban,0,0,26-40,0,medium
52,M,19585,urban,2,0,41-60,2,medium
74,M,10496,suburban,2,0,60+,2,medium
68,F,14680,rural,2,0,60+,2,medium
70,M,14109,urban,0,0,60+,0,medium
16,F,11947,urban,1,0,16-25,1,medium
33,F,20270,urban,0,0,26-40,0,high
29,F,15669,suburban,0,0,26-40,0,medium
44,M,19396,urban,1,0,41-60,1,medium
75,F,15579,urban,0,0,60+,0,medium
16,M,17342,urban,1,0,16-25,1,medium
77,M,18543,urban,0,0,60+,0,medium
92,M,13857,urban,0,0,60+,0,medium
51,F,8103,urban,0,0,41-60,0,low
61,M,21716,urban,0,0,60+,0,high
36,F,12331,urban,0,0,26-40,0,medium
43,F,21165,suburban,0,0,41-60,0,high
33,F,12559,suburban,1,0,26-40,1,medium
31,F,15789,suburban,0,0,26-40,0,medium
30,M,15325,suburban,1,0,26-40,1,medium
49,F,13818,urban,0,0,41-60,0,medium
39,F,18418,urban,0,1,26-40,1,medium
50,F,16791,suburban,0,0,41-60,0,medium
46,M,10804,urban,0,0,41-60,0,medium
48,M,22460,suburban,0,0,41-60,0,high
71,F,29965,rural,2,0,60+,2,high
28,M,14313,urban,1,0,26-40,1,medium
41,M,18511,urban,0,0,41-60,0,medium
26,F,16101,urban,0,0,26-40,0,medium
97,F,17053,suburban,0,0,60+,0,medium
57,M,16025,suburban,0,0,41-60,0,medium
40,M,30457,suburban,0,0,26-40,0,very_high
56,M,11834,urban,0,0,41-60,0,medium
68,F,12112,rural,0,0,60+,0,medium
48,M,17818,suburban,1,2,41-60,3,medium
78,M,15676,suburban,0,0,60+,0,medium
68,M,10037,suburban,0,2,60+,2,medium
53,M,11095,urban,0,0,41-60,0,medium
33,F,16968,rural,1,0,26-40,1,medium
38,F,16437,urban,0,0,26-40,0,medium
47,M,18510,suburban,0,0,41-60,0,medium
35,F,22764,rural,0,1,26-40,1,high
35,F,23580,rural,0,0,26-40,0,high
81,M,15917,urban,0,0,60+,0,medium
52,M,32643,rural,0,0,41-60,0,very_high
22,M,7899,rural,2,0,16-25,2,low
23,F,5343,urban,2,0,16-25,2,low
69,M,19396,suburban,0,0,60+,0,medium
29,M,23165,rural,1,0,26-40,1,high
38,F,18760,urban,2,0,26-40,2,medium
16,M,24158,suburban,2,1,16-25,3,high
87,M,17872,urban,0,0,60+,0,medium
58,M,17927,urban,0,0,41-60,0,medium
87,F,12939,suburban,0,0,60+,0,medium
77,F,18412,urban,0,0,60+,0,medium
36,F,15980,suburban,0,0,26-40,0,medium
78,M,24465,suburban,0,0,60+,0,high
54,F,17089,suburban,0,0,41-60,0,medium
56,F,16259,urban,0,0,41-60,0,medium
77,F,19251,urban,0,0,60+,0,medium
59,F,8686,urban,0,0,41-60,0,low
24,F,13401,urban,0,0,16-25,0,medium
40,M,20657,suburban,0,0,26-40,0,high
44,F,11793,urban,0,0,41-60,0,medium
28,F,21164,suburban,0,1,26-40,1,high
63,M,24379,suburban,0,0,60+,0,high
70,F,22086,suburban,0,0,60+,0,high
45,M,23798,suburban,0,0,41-60,0,high
54,F,14106,suburban,1,0,41-60,1,medium
20,F,14857,urban,0,0,16-25,0,medium
54,F,15784,suburban,0,0,41-60,0,medium
73,F,18201,suburban,0,0,60+,0,medium
77,F,14917,urban,0,0,60+,0,medium
52,M,15788,rural,0,0,41-60,0,medium
65,M,4098,urban,0,0,60+,0,low
45,M,14755,urban,1,1,41-60,2,medium
37,M,14984,urban,2,0,26-40,2,medium
39,M,13991,suburban,0,0,26-40,0,medium
30,F,22089,rural,3,0,26-40,3,high
27,M,18616,suburban,0,0,26-40,0,medium
45,M,14975,urban,0,0,41-60,0,medium
65,M,19027,suburban,0,0,60+,0,medium
23,M,20227,rural,0,0,16-25,0,high
17,M,26889,suburban,0,0,16-25,0,high
46,F,11765,suburban,0,0,41-60,0,medium
73,F,19558,urban,0,0,60+,0,medium
36,F,19634,suburban,0,0,26-40,0,medium
25,M,14177,urban,1,0,16-25,1,medium
49,M,15404,urban,0,1,41-60,1,medium
55,M,16283,rural,0,0,41-60,0,medium
73,F,23963,rural,0,0,60+,0,high
39,M,16413,suburban,0,0,26-40,0,medium
58,F,16237,urban,1,0,41-60,1,medium
63,M,13571,urban,0,0,60+,0,medium
78,M,24586,rural,0,0,60+,0,high
52,F,13545,urban,0,1,41-60,1,medium
66,M,17674,urban,1,1,60+,2,medium
42,F,17923,urban,0,0,41-60,0,medium
77,M,17446,suburban,0,0,60+,0,medium
27,M,15664,urban,1,0,26-40,1,medium
34,F,10432,urban,0,0,26-40,0,medium
46,M,17719,rural,1,0,41-60,1,medium
20,M,21387,suburban,0,0,16-25,0,high
26,M,23293,suburban,0,0,26-40,0,high
56,F,24188,urban,0,0,41-60,0,high
50,F,15571,suburban,0,0,41-60,0,medium
47,F,9546,urban,0,0,41-60,0,low
74,F,10337,suburban,0,0,60+,0,medium
40,M,37805,rural,0,0,26-40,0,very_high
16,M,33775,suburban,0,0,16-25,0,very_high
58,M,20178,urban,1,1,41-60,2,high
42,F,15030,urban,0,0,41-60,0,medium
26,M,21123,suburban,1,0,26-40,1,high
75,F,20220,urban,0,0,60+,0,high
68,F,14261,urban,0,0,60+,0,medium
75,F,19538,urban,1,0,60+,1,medium
27,M,5048,urban,0,0,26-40,0,low
51,M,25671,rural,0,0,41-60,0,high
26,F,12963,urban,0,0,26-40,0,medium
47,F,9061,urban,1,0,41-60,1,low
37,F,14762,suburban,1,0,26-40,1,medium
18,F,23675,suburban,0,1,16-25,1,high
59,F,11054,suburban,1,0,41-60,1,medium
16,F,30425,suburban,1,0,16-25,1,very_high
65,F,15039,rural,0,0,60+,0,medium
19,M,20792,suburban,3,0,16-25,3,high
38,F,24009,urban,0,0,26-40,0,high
36,M,15999,rural,0,1,26-40,1,medium
40,F,20179,urban,0,0,26-40,0,high
88,M,24876,urban,1,0,60+,1,high
42,F,21500,suburban,0,0,41-60,0,high
53,M,7990,suburban,0,0,41-60,0,low
51,M,13152,urban,0,0,41-60,0,medium
64,F,14827,urban,0,0,60+,0,medium
62,M,24443,urban,0,0,60+,0,high
61,F,35337,rural,0,0,60+,0,very_high
49,M,22100,urban,0,0,41-60,0,high
82,M,28507,rural,0,0,60+,0,high
30,F,19760,urban,0,0,26-40,0,medium
71,F,16008,urban,0,0,60+,0,medium
42,M,20106,suburban,0,0,41-60,0,high
20,F,18421,urban,2,0,16-25,2,medium
49,M,16269,urban,0,0,41-60,0,medium
55,M,14110,urban,0,0,41-60,0,medium
35,M,10581,urban,0,0,26-40,0,medium
26,F,19242,suburban,0,0,26-40,0,medium
36,M,15226,suburban,1,0,26-40,1,medium
71,M,10331,suburban,0,0,60+,0,medium
64,M,20327,urban,0,0,60+,0,high
73,M,18002,urban,1,0,60+,1,medium
66,F,17774,rural,1,0,60+,1,medium
88,M,21855,suburban,0,0,60+,0,high
23,F,19295,suburban,0,1,16-25,1,medium
38,F,26147,rural,0,0,26-40,0,high
67,F,16271,urban,0,1,60+,1,medium
23,F,17542,urban,0,0,16-25,0,medium
49,F,18290,suburban,0,0,41-60,0,medium
35,F,30326,rural,0,0,26-40,0,very_high
64,F,24168,rural,0,0,60+,0,high
66,M,17480,suburban,0,0,60+,0,medium
63,F,9277,urban,1,0,60+,1,low
50,M,16205,urban,0,0,41-60,0,medium
59,F,7952,urban,0,0,41-60,0,low
44,M,19593,urban,1,0,41-60,1,medium
36,F,15687,urban,0,0,26-40,0,medium
68,M,13998,urban,2,0,60+,2,medium
70,F,8079,urban,1,0,60+,1,low
44,F,20245,urban,0,0,41-60,0,high
32,M,15828,urban,0,0,26-40,0,medium
46,M,25545,rural,0,0,41-60,0,high
34,F,11406,suburban,0,0,26-40,0,medium
49,F,13429,urban,0,0,41-60,0,medium
88,F,15418,urban,0,0,60+,0,medium
71,M,20344,suburban,0,0,60+,0,high
26,M,22017,rural,0,0,26-40,0,high
77,M,21659,urban,0,1,60+,1,high
57,M,16275,urban,0,0,41-60,0,medium
30,F,7608,urban,0,0,26-40,0,low
41,M,13709,urban,0,0,41-60,0,medium
54,F,20486,urban,0,0,41-60,0,high
40,F,15377,urban,0,1,26-40,1,medium
62,M,10934,urban,0,0,60+,0,medium
94,M,17794,suburban,0,0,60+,0,medium
52,M,18475,urban,0,0,41-60,0,medium
72,M,16279,urban,0,0,60+,0,medium
31,F,33172,rural,0,0,26-40,0,very_high
31,M,14453,urban,0,0,26-40,0,medium
73,F,13744,urban,0,0,60+,0,medium
58,F,15978,urban,0,0,41-60,0,medium
38,F,18515,urban,0,0,26-40,0,medium
52,F,14150,urban,0,1,41-60,1,medium
57,F,23493,suburban,0,0,41-60,0,high
40,M,16091,urban,1,0,26-40,1,medium
64,F,14813,suburban,0,0,60+,0,medium
22,M,9443,urban,0,0,16-25,0,low
68,M,12487,rural,1,0,60+,1,medium
22,F,11832,rural,0,0,16-25,0,medium
28,F,17135,suburban,1,0,26-40,1,medium
24,F,17205,suburban,0,0,16-25,0,medium
68,M,12928,urban,0,1,60+,1,medium
48,F,17938,urban,1,0,41-60,1,medium
47,F,20712,suburban,0,0,41-60,0,high
70,M,22004,suburban,0,0,60+,0,high
33,M,19776,suburban,1,0,26-40,1,medium
93,F,20807,suburban,0,1,60+,1,high
54,M,20799,urban,1,0,41-60,1,high
23,F,20099,rural,0,0,16-25,0,high
54,F,20339,suburban,0,0,41-60,0,high
26,F,13369,suburban,0,0,26-40,0,medium
60,M,17850,suburban,0,0,41-60,0,medium
16,M,21206,rural,1,0,16-25,1,high
31,M,12670,suburban,0,0,26-40,0,medium
42,F,10925,urban,0,0,41-60,0,medium
58,F,19618,urban,0,0,41-60,0,medium
67,F,7432,urban,0,0,60+,0,low
75,F,9631,urban,0,0,60+,0,low
28,M,16235,rural,0,1,26-40,1,medium
19,F,11967,urban,0,0,16-25,0,medium
71,F,34539,rural,0,0,60+,0,very_high
77,M,15667,urban,0,0,60+,0,medium
69,M,14330,urban,0,0,60+,0,medium
47,M,19098,suburban,0,0,41-60,0,medium
58,M,13065,urban,0,0,41-60,0,medium
19,F,12871,urban,2,0,16-25,2,medium
19,M,20845,suburban,1,0,16-25,1,high
36,M,16905,urban,0,0,26-40,0,medium
50,M,15187,urban,0,0,41-60,0,medium
50,F,16520,urban,0,0,41-60,0,medium
30,F,22296,suburban,0,0,26-40,0,high
72,F,38868,rural,0,0,60+,0,very_high
92,M,9815,urban,0,0,60+,0,low
29,F,16153,suburban,0,0,26-40,0,medium
41,M,16502,urban,0,1,41-60,1,medium
65,F,21141,urban,0,1,60+,1,high
20,M,14756,suburban,0,0,16-25,0,medium
68,M,32988,suburban,0,0,60+,0,very_high
56,M,12697,suburban,0,0,41-60,0,medium
68,M,13993,urban,0,0,60+,0,medium
80,F,11436,suburban,0,0,60+,0,medium
26,F,19140,suburban,0,0,26-40,0,medium
57,M,22165,urban,0,0,41-60,0,high
42,F,9558,urban,0,0,41-60,0,low
57,F,14044,urban,0,1,41-60,1,medium
34,M,15580,suburban,0,0,26-40,0,medium
63,F,16641,suburban,0,0,60+,0,medium
25,F,29152,suburban,0,0,16-25,0,high
53,F,21392,rural,1,0,41-60,1,high
34,F,21705,suburban,0,1,26-40,1,high
44,M,13815,urban,1,0,41-60,1,medium
38,F,14189,urban,0,0,26-40,0,medium
69,F,12357,urban,0,0,60+,0,medium
62,M,22614,suburban,0,0,60+,0,high
21,F,6164,urban,0,0,16-25,0,low
62,F,19748,rural,0,0,60+,0,medium
21,M,15666,urban,0,0,16-25,0,medium
68,F,12131,suburban,1,0,60+,1,medium
40,M,15203,suburban,0,1,26-40,1,medium
49,M,18572,suburban,0,0,41-60,0,medium
30,M,18781,rural,0,0,26-40,0,medium
20,F,25287,suburban,0,0,16-25,0,high
38,M,19407,urban,0,0,26-40,0,medium
40,F,31398,rural,0,0,26-40,0,very_high
74,M,13370,suburban,0,0,60+,0,medium
43,M,23759,suburban,0,1,41-60,1,high
66,F,16843,urban,0,0,60+,0,medium
55,F,12763,suburban,0,0,41-60,0,medium
18,F,9980,suburban,0,0,16-25,0,low
36,M,23382,rural,0,0,26-40,0,high
69,M,11110,urban,0,0,60+,0,medium
24,F,11473,urban,0,0,16-25,0,medium
34,M,23914,suburban,0,0,26-40,0,high
41,F,16104,rural,0,0,41-60,0,medium
71,M,16199,urban,0,0,60+,0,medium
40,M,19628,urban,0,0,26-40,0,medium
40,M,17013,urban,0,0,26-40,0,medium
33,F,17256,suburban,0,0,26-40,0,medium
62,M,27097,rural,0,0,60+,0,high
46,F,15660,suburban,0,0,41-60,0,medium
73,M,9617,urban,0,0,60+,0,low
55,F,18606,suburban,0,0,41-60,0,medium
46,M,20384,suburban,0,0,41-60,0,high
30,F,21651,suburban,0,0,26-40,0,high
78,F,14362,urban,0,0,60+,0,medium
46,M,15964,urban,0,0,41-60,0,medium
57,M,19434,urban,0,0,41-60,0,medium
60,F,16718,urban,0,0,41-60,0,medium
84,M,18708,urban,0,0,60+,0,medium
66,F,19803,suburban,1,0,60+,1,medium
32,M,22676,suburban,0,0,26-40,0,high
35,M,14676,suburban,0,0,26-40,0,medium
18,F,23070,suburban,2,1,16-25,3,high
26,F,20981,suburban,0,0,26-40,0,high
21,M,18918,urban,0,0,16-25,0,medium
47,F,13155,urban,1,0,41-60,1,medium
50,M,22815,suburban,1,0,41-60,1,high
42,F,19205,urban,1,0,41-60,1,medium
90,M,29552,rural,1,0,60+,1,high
43,M,36211,rural,0,0,41-60,0,very_high
55,F,17081,urban,0,0,41-60,0,medium
41,F,16720,urban,1,1,41-60,2,medium
35,F,13884,suburban,1,0,26-40,1,medium
51,F,18046,suburban,0,0,41-60,0,medium
85,F,14483,suburban,1,0,60+,1,medium
42,F,21164,suburban,0,0,41-60,0,high
67,M,18206,urban,1,0,60+,1,medium
29,F,22658,suburban,0,0,26-40,0,high
29,M,19256,rural,0,0,26-40,0,medium
56,F,26401,rural,0,0,41-60,0,high
40,F,10654,urban,1,1,26-40,2,medium
28,M,11020,rural,0,0,26-40,0,medium
24,F,9209,urban,0,0,16-25,0,low
62,M,14034,suburban,0,0,60+,0,medium
62,F,19938,rural,2,0,60+,2,medium
44,M,22457,suburban,1,1,41-60,2,high
62,F,23392,suburban,1,0,60+,1,high
80,F,21297,suburban,1,0,60+,1,high
60,M,20051,urban,0,0,41-60,0,high
63,M,19965,urban,1,0,60+,1,medium
19,M,12944,urban,0,0,16-25,0,medium
37,F,16788,urban,0,0,26-40,0,medium
58,F,6882,urban,0,0,41-60,0,low
95,M,16159,suburban,0,0,60+,0,medium
55,F,15362,urban,0,0,41-60,0,medium
24,M,19926,suburban,0,0,16-25,0,medium
45,M,19211,suburban,1,0,41-60,1,medium
75,M,9025,suburban,0,0,60+,0,low
21,F,15995,urban,0,0,16-25,0,medium
32,M,16351,urban,0,0,26-40,0,medium
66,M,10464,urban,0,0,60+,0,medium
25,F,18914,rural,0,0,16-25,0,medium
54,F,18019,suburban,0,0,41-60,0,medium
60,F,13775,urban,0,0,41-60,0,medium
31,F,19741,suburban,0,0,26-40,0,medium
45,F,25013,suburban,0,0,41-60,0,high
70,F,17581,urban,0,0,60+,0,medium
32,F,22111,suburban,0,0,26-40,0,high
55,M,15373,urban,0,0,41-60,0,medium
26,M,14874,urban,0,0,26-40,0,medium
49,F,15075,urban,1,0,41-60,1,medium
49,F,18496,rural,0,0,41-60,0,medium
33,M,15638,suburban,0,0,26-40,0,medium
69,F,27560,rural,0,0,60+,0,high
33,M,20640,urban,0,0,26-40,0,high
62,M,17709,urban,0,0,60+,0,medium
68,F,14727,suburban,1,0,60+,1,medium
64,M,11361,urban,0,0,60+,0,medium
59,M,14996,suburban,0,0,41-60,0,medium
67,F,21487,rural,1,0,60+,1,high
52,F,17014,suburban,0,0,41-60,0,medium
98,F,11990,urban,0,0,60+,0,medium
69,M,20414,suburban,0,0,60+,0,high
72,M,17072,rural,0,0,60+,0,medium
50,F,10838,suburban,0,0,41-60,0,medium
62,M,24642,rural,0,0,60+,0,high
45,F,17358,rural,0,0,41-60,0,medium
78,F,27908,rural,0,0,60+,0,high
89,F,14116,urban,1,1,60+,2,medium
55,F,23066,suburban,0,0,41-60,0,high
66,M,13532,urban,0,0,60+,0,medium
80,M,13876,suburban,0,0,60+,0,medium
49,M,15479,urban,1,0,41-60,1,medium
26,M,14043,rural,0,0,26-40,0,medium
47,F,11914,suburban,0,0,41-60,0,medium
72,F,19216,suburban,1,0,60+,1,medium
76,F,13764,urban,0,1,60+,1,medium
45,M,19490,rural,0,0,41-60,0,medium
74,F,5722,urban,0,0,60+,0,low
24,F,23529,suburban,1,0,16-25,1,high
52,F,24285,rural,0,0,41-60,0,high
27,M,18182,rural,0,0,26-40,0,medium
43,F,16680,urban,0,0,41-60,0,medium
18,F,15882,suburban,0,1,16-25,1,medium
23,F,14254,suburban,1,0,16-25,1,medium
43,M,15427,urban,0,0,41-60,0,medium
66,M,11337,urban,0,0,60+,0,medium
61,M,22185,suburban,1,0,60+,1,high
60,F,13257,urban,0,0,41-60,0,medium
30,M,19309,rural,0,0,26-40,0,medium
50,M,24694,suburban,0,0,41-60,0,high
19,M,17610,suburban,1,0,16-25,1,medium
28,M,14358,suburban,0,0,26-40,0,medium
56,F,15069,suburban,0,0,41-60,0,medium
74,F,17689,suburban,2,0,60+,2,medium
73,F,25994,suburban,1,0,60+,1,high
55,M,20129,suburban,1,0,41-60,1,high
40,M,24702,rural,0,0,26-40,0,high
66,M,19691,suburban,0,1,60+,1,medium
82,M,19364,suburban,0,0,60+,0,medium
60,M,23546,suburban,0,0,41-60,0,high
72,M,8099,urban,1,0,60+,1,low
21,F,18219,suburban,0,0,16-25,0,medium
64,M,21754,suburban,0,1,60+,1,high
35,M,14111,suburban,0,0,26-40,0,medium
32,M,12587,suburban,0,0,26-40,0,medium
59,F,14223,urban,0,0,41-60,0,medium
78,M,13491,urban,0,0,60+,0,medium
73,M,10529,urban,0,0,60+,0,medium
46,F,24235,suburban,0,0,41-60,0,high
43,F,17758,suburban,0,0,41-60,0,medium
23,F,9726,urban,0,0,16-25,0,low
60,M,20717,suburban,1,0,41-60,1,high
42,F,16327,suburban,1,0,41-60,1,medium
30,F,21233,suburban,0,0,26-40,0,high
61,M,10986,urban,0,0,60+,0,medium
60,F,15817,urban,0,1,41-60,1,medium
62,M,32609,suburban,2,0,60+,2,very_high
21,F,15983,suburban,0,0,16-25,0,medium
94,F,19346,suburban,0,1,60+,1,medium
40,F,16553,urban,0,0,26-40,0,medium
56,M,17277,rural,0,0,41-60,0,medium
64,F,16077,urban,0,0,60+,0,medium
27,M,17647,suburban,0,0,26-40,0,medium
17,F,13256,suburban,0,0,16-25,0,medium
62,F,16491,rural,1,0,60+,1,medium
57,M,16719,urban,0,0,41-60,0,medium
87,F,20137,suburban,1,0,60+,1,high
45,F,23640,suburban,1,1,41-60,2,high
23,F,8855,urban,0,0,16-25,0,low
25,M,17324,suburban,0,1,16-25,1,medium
47,F,19230,suburban,0,0,41-60,0,medium
48,M,16254,suburban,1,0,41-60,1,medium
43,M,22778,rural,1,0,41-60,1,high
61,F,21475,suburban,0,0,60+,0,high
28,F,20644,urban,0,0,26-40,0,high
44,M,10580,suburban,0,0,41-60,0,medium
78,F,18034,urban,0,0,60+,0,medium
19,F,12433,urban,0,0,16-25,0,medium
57,M,29738,rural,0,0,41-60,0,high
18,F,14454,urban,1,0,16-25,1,medium
50,M,22136,suburban,1,0,41-60,1,high
57,F,11984,urban,0,0,41-60,0,medium
42,M,14204,urban,1,0,41-60,1,medium
52,F,18012,rural,0,1,41-60,1,medium
96,F,15831,suburban,0,1,60+,1,medium
58,F,22549,rural,1,0,41-60,1,high
23,F,17654,urban,0,0,16-25,0,medium
37,M,16778,urban,0,0,26-40,0,medium
59,F,14410,urban,1,0,41-60,1,medium
25,M,16826,suburban,1,0,16-25,1,medium
62,F,18903,rural,2,0,60+,2,medium
64,F,15056,urban,0,1,60+,1,medium
39,M,17553,urban,0,0,26-40,0,medium
35,F,25775,suburban,0,1,26-40,1,high
30,M,21160,urban,2,0,26-40,2,high
28,M,13667,urban,1,0,26-40,1,medium
76,M,17618,suburban,0,1,60+,1,medium
56,M,19972,suburban,0,0,41-60,0,medium
69,M,13223,urban,0,0,60+,0,medium
26,M,24967,rural,0,0,26-40,0,high
58,M,16387,urban,0,0,41-60,0,medium
49,M,17274,rural,0,0,41-60,0,medium
46,F,19883,suburban,0,0,41-60,0,medium
91,M,20985,suburban,0,0,60+,0,high
58,M,15924,urban,0,0,41-60,0,medium
29,F,14778,urban,0,1,26-40,1,medium
16,F,16071,rural,0,0,16-25,0,medium
78,F,12162,urban,0,0,60+,0,medium
42,M,13339,urban,1,0,41-60,1,medium
39,F,12230,urban,1,0,26-40,1,medium
63,M,12422,suburban,1,0,60+,1,medium
46,F,18541,urban,1,0,41-60,1,medium
78,F,18581,suburban,0,0,60+,0,medium
20,M,21989,rural,1,1,16-25,2,high
37,M,15509,urban,0,0,26-40,0,medium
20,M,7182,urban,0,0,16-25,0,low
19,M,28634,rural,0,0,16-25,0,high
22,M,14233,rural,0,0,16-25,0,medium
17,F,24553,rural,0,0,16-25,0,high
64,M,14336,suburban,0,0,60+,0,medium
16,F,7741,urban,0,0,16-25,0,low
42,F,22287,suburban,0,0,41-60,0,high
31,M,15757,urban,1,0,26-40,1,medium
53,M,15045,suburban,0,0,41-60,0,medium
42,F,22405,suburban,0,0,41-60,0,high
70,F,16140,urban,1,0,60+,1,medium
74,M,20649,suburban,1,0,60+,1,high
32,F,8627,urban,0,0,26-40,0,low
28,F,13062,urban,0,0,26-40,0,medium
20,M,29473,rural,0,0,16-25,0,high
41,F,22463,suburban,0,0,41-60,0,high
75,F,17946,urban,1,1,60+,2,medium
38,F,20467,suburban,1,0,26-40,1,high
45,M,15840,urban,0,0,41-60,0,medium
64,M,18590,suburban,0,0,60+,0,medium
35,M,16414,suburban,0,0,26-40,0,medium
58,M,12175,urban,0,0,41-60,0,medium
62,F,14505,rural,0,0,60+,0,medium
55,M,17527,urban,0,1,41-60,1,medium
42,F,15124,urban,1,0,41-60,1,medium
